review_id,star_rating,helpful_votes,total_votes,vine,verified_purchase
R243D7ZV85WV1E,3,0,0,N,Y
R8G3DUEMYGGZF,5,0,0,N,Y
R1MT6EWYM9A5RS,1,0,0,N,N
R1361XYJ9NCLZ3,5,3,3,N,N
RKHDL8NOTEA3B,5,0,1,N,Y
R2QS6V8ZE46VBQ,5,0,0,N,Y
R8CUQASNV031M,1,0,0,N,Y
R1ESEZXMRNVIWB,4,0,0,N,Y
R2PTLOBMINWYI8,5,0,0,N,Y
R253PAXL7LR1GZ,2,1,1,N,Y
R2RF6MU1Q0LLSC,5,0,0,N,Y
RXYQZTNV79JZO,2,0,0,N,Y
RWC8SDJU82YT6,5,0,0,N,Y
R3AGL336P2QK6P,5,0,0,N,N
R1PZ5OO46UXE7P,4,0,0,N,Y
R1F2X31IA2YBFT,5,0,1,N,Y
RM1P5CBRCW1J0,5,0,0,N,Y
R31SIMB3OF2UTC,5,0,0,N,Y
R2BM2YEP0S2A2D,4,0,0,N,Y
R35PXIOJ1Q75VQ,5,0,0,N,Y
R3JFU3XU7R1CVC,5,0,0,N,Y
R1E8YDQ6S8VBC0,5,0,0,N,Y
RXK145HZIBDDY,5,2,2,N,Y
R1R0U06CD4A3MF,4,0,0,N,Y
R2M5F3I1UG7PO0,1,0,1,N,Y
R23XVIG5RJ3GWC,5,0,0,N,Y
R2EAP8ADGFMJ5E,5,0,0,N,Y
R2CKLMJY4VAQMO,5,0,0,N,Y
R3578W4KDPRCPE,3,0,5,N,Y
R9GF5DY1U2TBO,1,0,0,N,Y
R2MUEPJTHNLJ69,3,7,7,N,Y
R2FCJ99ULRAHLX,5,0,0,N,Y
R21U0KGQ0BHLUA,5,1,1,N,Y
RCCUGPQOZ0K5,3,0,0,N,Y
R2OUZD0C3A1P5P,5,0,0,N,Y
R3NSU64JTA5C4T,4,0,0,N,Y
R1FMQV30U2CQJ,4,0,0,N,Y
R1ZCMRE0LNBW48,5,0,0,N,Y
R13AQMUUUFCUXG,2,0,0,N,Y
R2XKSGAW5T4UZI,5,0,0,N,Y
R4Y307X5B7N9E,5,0,0,N,Y
R1LVQSBXKHCG8V,5,0,0,N,N
R9M5461GU327E,4,0,0,N,Y
R2SIAIYMJL3UP9,5,0,0,N,Y
R3PDEEDY5UNSZV,5,0,0,N,Y
R3JK83HL453P1D,5,0,0,N,Y
R1MEVDQTY3TXEA,1,7,7,N,Y
R29VZYH0FZEL5D,3,0,0,N,Y
R290HFEPY1DAYQ,5,1,1,N,Y
R2G66RIEVYZWN8,1,0,0,N,Y
R12Q4C7XNW665,5,0,0,N,Y
R380KGHRX8CT0H,4,0,0,N,Y
R3BOV5WR2VCK6L,3,0,0,N,Y
R1DVIWDX0J7V3E,5,0,0,N,Y
R2DPCF02NONCP0,5,0,0,N,Y
R3FUY6N5G1CML2,1,0,2,N,Y
R1F0EMP3M9Q7HP,1,0,0,N,Y
R11YMQE3QZQJ27,5,0,0,N,Y
R3REZFRYNXJ184,1,0,0,N,Y
RMCRCZ6GQ5O2K,5,0,0,N,Y
R3H5NR66VPQYF4,5,0,0,N,Y
R3FAV28GYZDFNS,1,0,0,N,Y
RU0NXI8DAM0IQ,4,0,1,N,Y
R1ZZ6A10FSH1PM,1,1,4,N,Y
R1TL2PWLW4GK9J,5,0,0,N,Y
RE4M7OODGT49W,1,0,0,N,Y
R2URV921ZOX5ZH,2,0,0,N,Y
R2GN8YX8SRSUQO,2,5,7,N,Y
R3V7F6BIIS31U2,5,0,0,N,Y
R1JNTPJAUMQZ08,5,0,0,N,N
R1W9CF07Y3MM37,5,0,0,N,Y
R27WBQG4F3EPHI,3,0,0,N,Y
R1XSWSLUNYSS9F,1,3,6,N,Y
R2DVMSVCOHC7N7,5,0,0,N,Y
R2CAESEQG63JI1,5,0,0,N,Y
R3U8UQEMHBYVWE,5,0,0,N,Y
R1YMS4W4XNL87S,1,0,0,N,Y
R10G3P0YNL7O7G,5,1,1,N,Y
R14UR1ULX64ST5,5,0,0,N,Y
RXQ7EZ2Y457A7,4,0,0,N,Y
R3Q38EEXCSQF8L,5,0,0,N,Y
R3W6UUTNWJ4UN,5,0,0,N,N
R1RD52GU0YXSZ9,5,0,0,N,Y
R2OA52II65BW2B,4,0,0,N,Y
R3LLGZJYS7FUAX,5,0,0,N,Y
R1PTHDWKRTF5DT,5,0,0,N,Y
RNSMRW4XGEZMD,1,2,4,N,Y
R3LCTLVUDCYYNY,1,0,0,N,Y
R2S2ZFIOMRVJ3V,2,0,1,N,Y
R2NEVRYCNBURGS,2,0,0,N,Y
RNMFOPZN7VKIE,5,0,0,N,Y
R3A99XDTB3S67I,5,0,0,N,Y
R13OBTEA4SP5ZK,5,0,0,N,Y
R1ULV4P92WYTC5,2,0,0,N,Y
R3K70G347GNPS0,5,11,11,N,Y
R3JNDCBPB7VY83,5,0,0,N,Y
R18REOZ98GREJV,2,0,0,N,Y
R28MS1FJ8KT8OY,1,0,0,N,Y
R26Z2XOUN1KDG9,5,0,0,N,Y
R2XQW11Z3GD2Q8,5,3,4,N,N
R2M3MXAYY2R22Y,5,0,0,N,Y
R1CTXBZUH2G6B6,5,0,0,N,Y
R3JS8XIGCJN6F0,5,0,0,N,Y
R1SSITYDZJYIRR,3,0,0,N,Y
R37V1D45NB5BF8,1,0,0,N,Y
RUAISGZOXH2M0,4,0,0,N,Y
RXANA0EYBYRNH,3,0,0,N,Y
R1SWVEDYNA8QNU,5,0,0,N,Y
R2VHPXHLAHSS9B,1,0,0,N,Y
R1A5N7EVA0TC9,5,0,0,N,Y
REETTS40B29IF,5,0,0,N,Y
RTUG4Y1WQ85L2,3,0,0,N,Y
R1LK03P7BCJEJD,1,31,35,N,Y
R2ATAT4C75CXU8,1,2,2,N,Y
R3AIXXI6KHUCGV,5,0,0,N,Y
R3AXCLORFO4NRW,3,0,0,N,Y
R2D939OMN6E2MO,5,0,0,N,Y
R31W9Z1Q6Q4T00,5,0,0,N,Y
R1GXMS72U8KZO7,3,0,1,N,N
R2OZBJU80P77EP,5,0,0,N,Y
R3PAFHYBHQE213,4,4,5,N,Y
R2WPD7I38ZYXSA,3,1,2,N,Y
RRNKZYBRPHGV1,5,0,0,N,N
R1CHEE66HO7JCY,2,2,4,N,Y
R33DCBYNF04Q2R,5,1,1,N,Y
RNXAG693O7X35,5,0,0,N,Y
R1VHLYE0VMJEMH,5,0,0,N,Y
R3L3C81PIPFK1G,5,0,0,N,Y
R3LVWEGXP339KH,5,0,0,N,Y
RUDK3Y83KPCUD,5,0,0,N,Y
RW2KO1GW2CJ3Z,5,0,0,N,Y
R3SEL0ZT18GU3U,2,0,0,N,Y
R2DF67EWAVVX3,1,0,0,N,Y
R3FHC6KS06D6WL,3,2,4,N,Y
RGP08L8RDVQ85,1,0,0,N,Y
RN6ELEPLSPOCU,4,0,0,N,Y
R1A5RKHP4AU9FR,4,0,0,N,Y
R29E9BREUWB72K,5,0,0,N,Y
RI2PSNEIDFIBA,5,0,0,N,N
